Molecule_ID,MW_normalized,logP_normalized,TPSA_normalized,HBD_normalized,HBA_normalized,nRotB_normalized,nArom_normalized,pActivity,Split
Kinase_0097,-0.5105263207109058,-0.47067487319900236,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.716847041559687,Train
Kinase_0011,-0.02623175438501894,-0.6982140875775262,1.8088182033326634,1.4393194680678412,1.877879577807844,-0.06634595935939212,0.46963060880963725,6.45511834607813,Train
Kinase_0297,0.4601514627988274,-0.24754113953364973,0.9480658117994566,1.4393194680678412,1.877879577807844,-0.06634595935939212,0.46963060880963725,7.074279981314987,Train
Protease_0187,-1.3578526223919014,-1.6504162347050444,1.172720909540204,0.3140535153918265,0.12045466604305038,-0.7194993845091349,-0.4885292248583149,7.802312688260375,Train
GPCR_0131,-0.3574796723364017,0.34132478246022696,0.2000664522762846,0.3140535153918265,-0.7582577898393464,-0.7194993845091349,-0.4885292248583149,8.943940537808793,Train
Kinase_0287,0.9762298465284377,1.6931117591859017,-0.8853410369976701,-0.811212437284188,0.12045466604305038,0.5868074657903506,1.4277904424775893,8.018369235744663,Train
Kinase_0102,-0.7520833329792092,1.057872356000749,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-1.3726528096588775,1.4277904424775893,7.868927201585197,Train
GPCR_0048,1.153068952502302,1.132456371583383,-0.8751294416458181,0.3140535153918265,-0.7582577898393464,-0.7194993845091349,-0.4885292248583149,8.721206240771977,Train
Protease_0066,0.1268148939894825,-0.4000326035176265,-0.13691619433483734,-0.811212437284188,0.12045466604305038,1.8931143160898358,-0.4885292248583149,7.449971333300199,Train
GPCR_0019,-0.38593375648830697,0.9083178791588868,-0.8751294416458181,0.3140535153918265,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,9.0,Train
Protease_0039,0.12548300068875554,-0.8342429657386004,1.0574149786922067,0.3140535153918265,0.12045466604305038,1.2399608909400932,-0.4885292248583149,7.952816421742466,Train
Kinase_0031,-0.5703404380344854,1.0839960837385003,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,-0.7194993845091349,0.46963060880963725,7.367390008165591,Train
Kinase_0366,1.636122436434328,1.6472020128065386,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-1.3726528096588775,1.4277904424775893,7.980923929217125,Train
Protease_0218,-0.539192296978836,-1.1098560222854124,1.0893262141667448,1.4393194680678412,-0.7582577898393464,-0.06634595935939212,-1.446689058526267,7.834115553375246,Train
Kinase_0077,1.4307384354016948,1.0874740948278467,-0.1522335873626159,-0.811212437284188,0.9991671219254472,-0.06634595935939212,1.4277904424775893,7.743144060235726,Train
Kinase_0395,-0.7520833329792092,1.057872356000749,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-1.3726528096588775,1.4277904424775893,8.108940018108193,Train
Kinase_0055,0.3386767397120219,-0.036000776166115675,0.9480658117994566,0.3140535153918265,0.9991671219254472,0.5868074657903506,0.46963060880963725,6.917810928374393,Train
Kinase_0024,-0.5105263207109058,-0.47067487319900236,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.458716772067982,Train
Protease_0229,-0.8729829203225186,-1.3241787945244232,0.37494002267675314,0.3140535153918265,0.12045466604305038,1.2399608909400932,-1.446689058526267,7.531624310421129,Train
Kinase_0445,0.5815353749787646,0.7671879180667713,0.2217660923989701,0.3140535153918265,0.9991671219254472,-0.7194993845091349,1.4277904424775893,7.470004574924272,Train
Kinase_0255,1.641692172055553,0.01245951167876607,1.162509314188352,-0.811212437284188,0.9991671219254472,-0.7194993845091349,1.4277904424775893,6.680628505106897,Train
Kinase_0431,0.12702678610551008,0.9733334997890544,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.575928223100134,Train
Protease_0339,0.5758445581483813,-0.5403896732565526,0.0656137801435638,-0.811212437284188,-0.7582577898393464,-0.7194993845091349,-0.4885292248583149,7.307098931687169,Train
GPCR_0099,-1.087296660530486,-0.3347232841732472,0.016257735942945082,-0.811212437284188,0.9991671219254472,-1.3726528096588775,-0.4885292248583149,9.0,Train
GPCR_0208,-0.41584081515009774,1.3107624067638375,-1.3869856586574083,-0.811212437284188,-1.6369702457217434,-0.06634595935939212,-0.4885292248583149,8.490005976684001,Train
Kinase_0159,1.0061369051902294,0.7859691779492386,-0.1522335873626159,-0.811212437284188,0.9991671219254472,-0.7194993845091349,1.4277904424775893,7.492910475419603,Train
Protease_0208,1.0947683502931838,-1.5506359610084837,1.220375021182181,1.4393194680678412,0.9991671219254472,1.8931143160898358,-0.4885292248583149,8.138594544608658,Train
GPCR_0200,-0.7521741438860774,-0.8762109662167046,-0.2573279228587609,0.3140535153918265,0.12045466604305038,-0.7194993845091349,-0.4885292248583149,8.70022184645362,Train
Protease_0144,-0.7392184545062738,-0.866317956895899,-0.017780915229895392,0.3140535153918265,-0.7582577898393464,0.5868074657903506,-1.446689058526267,7.490210375734357,Train
GPCR_0086,-0.6469848434308938,1.0795906030253297,-1.3869856586574083,-0.811212437284188,-1.6369702457217434,-1.3726528096588775,-0.4885292248583149,8.507850377106909,Train
Protease_0014,-0.7223881664334452,-0.7343854029067208,-0.13691619433483734,-0.811212437284188,0.12045466604305038,-0.06634595935939212,-0.4885292248583149,7.517933091474465,Train
Protease_0023,-1.3578526223919014,-1.6504162347050444,1.172720909540204,0.3140535153918265,0.12045466604305038,-0.7194993845091349,-0.4885292248583149,7.9536789042471545,Train
GPCR_0080,0.45436983506157674,-0.09257642321947157,-0.7287632416026036,0.3140535153918265,0.12045466604305038,1.2399608909400932,-0.4885292248583149,8.699448467643363,Train
GPCR_0069,0.008760715061366109,1.6122673236424456,-1.3869856586574083,-0.811212437284188,-1.6369702457217434,0.5868074657903506,-0.4885292248583149,8.492966530336643,Train
Kinase_0409,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.691568344756785,Train
Kinase_0040,0.703464152599906,1.8201750976499957,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,0.5868074657903506,0.46963060880963725,7.636388185380369,Train
Kinase_0308,2.090631025307582,1.3242880054446255,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.693871291674627,Train
Protease_0004,-0.539192296978836,-1.1098560222854124,1.0893262141667448,1.4393194680678412,-0.7582577898393464,-0.06634595935939212,-1.446689058526267,7.8057167319935985,Train
Protease_0253,-1.0867215247869908,-0.48466420669170374,-0.5296371322414859,-0.811212437284188,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,7.441000556179193,Train
GPCR_0030,0.13023543814817157,1.4340385775973106,-1.3869856586574083,-0.811212437284188,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,8.704908199392673,Train
Kinase_0067,1.636122436434328,1.6472020128065386,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-1.3726528096588775,1.4277904424775893,8.03030548176295,Train
GPCR_0081,0.09848189104673571,-0.9279173977449761,-0.8206675997692732,1.4393194680678412,0.9991671219254472,1.2399608909400932,-0.4885292248583149,8.81341202663871,Train
Kinase_0068,0.18671982221993305,0.5074191342603115,0.5706622669205863,0.3140535153918265,0.9991671219254472,-1.3726528096588775,1.4277904424775893,7.676255934683804,Train
Protease_0049,-0.32757261367461354,-0.7999265896570564,-0.3917805949914814,-0.811212437284188,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,7.632722797844024,Train
Kinase_0236,0.5516283163169731,1.1088831853111523,-1.259340716759256,-1.9364783899602027,0.12045466604305038,-0.7194993845091349,1.4277904424775893,8.025193853347703,Train
GPCR_0087,-0.9646716659566908,-0.3885165223551262,-0.7287632416026036,0.3140535153918265,0.12045466604305038,1.8931143160898358,-0.4885292248583149,8.852008699350288,Train
Kinase_0108,-0.0859247904994419,-0.2322997220487838,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.778508671924775,Train
Protease_0260,-0.32757261367461354,-1.0315621282074763,-0.017780915229895392,0.3140535153918265,0.12045466604305038,1.2399608909400932,-0.4885292248583149,7.73999899460717,Train
GPCR_0082,1.6062456480748268,-0.6122685691030296,-0.6062240973803771,0.3140535153918265,0.12045466604305038,-0.7194993845091349,-0.4885292248583149,8.521807595683498,Train
GPCR_0184,-0.5099814552696998,-1.4214858158907824,0.5961912553002165,-0.811212437284188,0.12045466604305038,-1.3726528096588775,-0.4885292248583149,8.510518788794077,Train
GPCR_0093,-0.2367617068068314,0.11038484612767632,-0.002463522202117149,0.3140535153918265,0.12045466604305038,1.2399608909400932,-0.4885292248583149,9.0,Train
GPCR_0105,-0.41584081515009685,1.4428495390236529,-1.3869856586574083,-0.811212437284188,-1.6369702457217434,-0.7194993845091349,-0.4885292248583149,8.609203672465672,Train
Protease_0132,1.855128073497132,-0.29546040343130087,0.0009403429151668378,-0.811212437284188,0.9991671219254472,3.1994211663893215,-0.4885292248583149,7.405904717683425,Train
Kinase_0245,0.5217212576551832,1.9261385021720598,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-0.7194993845091349,1.4277904424775893,8.011007538941636,Train
GPCR_0211,-0.3872656497890348,-0.12186900550529363,0.4464211901397181,0.3140535153918265,-0.7582577898393464,-0.7194993845091349,-0.4885292248583149,8.967853247735636,Train
Protease_0217,0.7943053297699776,-1.5528773459327267,1.8156259335672313,1.4393194680678412,0.12045466604305038,3.1994211663893215,-1.446689058526267,7.425236846937336,Train
GPCR_0140,-0.7189676222747561,0.7977171265176948,-1.3869856586574083,0.3140535153918265,-0.7582577898393464,-1.3726528096588775,-0.4885292248583149,8.653724064089156,Train
Kinase_0089,-0.5703404380344854,1.0839960837385003,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,-0.7194993845091349,0.46963060880963725,7.378181969434944,Train
Kinase_0064,2.096654815463147,1.4049778627174452,0.04136124118291516,0.3140535153918265,0.12045466604305038,2.5462677412395784,0.46963060880963725,7.0758380063879,Train
Protease_0220,-0.47816736756368694,-1.3897199812747576,0.1200756220201091,0.3140535153918265,0.12045466604305038,1.2399608909400932,-1.446689058526267,7.273961871586442,Train
Kinase_0343,0.7632782699234858,0.26550414071249223,0.9480658117994566,0.3140535153918265,0.9991671219254472,1.2399608909400932,0.46963060880963725,6.858386985666309,Train
Kinase_0276,-0.5703404380344854,1.0839960837385003,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,-0.7194993845091349,0.46963060880963725,7.526961521139491,Train
Protease_0040,-0.7521741438860774,-1.064410010717963,-0.017780915229895392,0.3140535153918265,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,7.347287301484552,Train
Protease_0191,-0.44971328341178163,-1.2340596627427114,1.569271195703798,1.4393194680678412,0.12045466604305038,0.5868074657903506,-1.446689058526267,8.042411168827979,Train
GPCR_0168,0.09560621232925595,-1.3022286800938858,0.8429714763033114,1.4393194680678412,0.12045466604305038,1.2399608909400932,-0.4885292248583149,8.923039210137134,Train
Kinase_0210,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,8.25143372359821,Train
Kinase_0110,-0.5105263207109058,-0.47067487319900236,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.661262112635075,Train
Kinase_0278,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.583491468426181,Train
Kinase_0185,0.09711972744371848,1.4925464530336363,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-0.7194993845091349,1.4277904424775893,7.989236582201124,Train
Protease_0239,0.7657301644089147,0.12483791443229005,-0.017780915229895392,0.3140535153918265,-0.7582577898393464,3.1994211663893215,-1.446689058526267,7.47689655855066,Train
GPCR_0033,-0.4545262614757739,-0.07255853717190441,-1.1214841795092518,0.3140535153918265,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,8.199316799956932,Train
Kinase_0307,-0.5105263207109058,-0.47067487319900236,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.864078734368264,Train
Protease_0022,-0.266638495166331,-0.5734694231729957,-0.017780915229895392,0.3140535153918265,0.12045466604305038,1.2399608909400932,-1.446689058526267,7.666235043001952,Train
Protease_0307,-0.5099814552697007,-1.9834551187937188,1.89902062894069,0.3140535153918265,0.12045466604305038,-0.06634595935939212,-0.4885292248583149,8.081863433044791,Train
Protease_0159,1.030928282765133,-0.21113795679849875,-0.35135969672373335,0.3140535153918265,0.12045466604305038,0.5868074657903506,-1.446689058526267,7.806854480674256,Train
Protease_0213,0.42939683567293674,-1.5486264434901946,1.61309595908883,1.4393194680678412,0.9991671219254472,1.2399608909400932,-1.446689058526267,7.945288435189629,Train
Protease_0119,-0.47949926086441474,-1.6972534507082315,1.8156259335672313,1.4393194680678412,0.12045466604305038,0.5868074657903506,-1.446689058526267,7.733148149633406,Train
Protease_0341,-0.5094063195262029,-0.6466622343198919,0.8429714763033114,1.4393194680678412,-0.7582577898393464,-0.06634595935939212,-1.446689058526267,7.874128582655686,Train
Protease_0333,-1.4169705227628266,-0.6839155975435498,-0.7440806346303815,0.3140535153918265,-0.7582577898393464,-0.06634595935939212,-1.446689058526267,7.498995961076562,Train
Protease_0170,-0.8729829203225186,-1.3241787945244232,0.37494002267675314,0.3140535153918265,0.12045466604305038,1.2399608909400932,-1.446689058526267,7.389901200533439,Train
Kinase_0087,1.653981914784993,1.1794481658572091,0.10263081329402814,-0.811212437284188,0.9991671219254472,-0.06634595935939212,1.4277904424775893,7.822417317655311,Train
Protease_0007,-0.4801954778170676,-1.5202613308281985,1.6526658910772565,0.3140535153918265,0.12045466604305038,-0.06634595935939212,-0.4885292248583149,7.857642922757944,Train
Kinase_0322,0.5217212576551832,1.9261385021720598,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-0.7194993845091349,1.4277904424775893,8.28032555381554,Train
Kinase_0282,0.5321342416426896,0.034332336973984905,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.9315486011781555,Train
GPCR_0108,-1.1144188513816644,-0.3780824890870894,-0.6096279624976614,1.4393194680678412,0.12045466604305038,1.8931143160898358,-0.4885292248583149,8.978296610272288,Train
Kinase_0351,0.7918534352845487,-1.1671272715566374,2.7814726605965823,1.4393194680678412,1.877879577807844,0.5868074657903506,0.46963060880963725,5.980550134839701,Train
Protease_0090,-1.3572774866484054,-1.2713130259663694,-0.017780915229895392,0.3140535153918265,-0.7582577898393464,0.5868074657903506,-1.446689058526267,7.1276294709746635,Train
Kinase_0399,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.6563430232121075,Train
Kinase_0306,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.691123107496318,Train
GPCR_0182,-0.629367527498545,-0.47013384925177104,-1.4516590958858056,0.3140535153918265,0.9991671219254472,-0.7194993845091349,-0.4885292248583149,8.686196135857802,Train
GPCR_0013,-0.4489565258545499,-1.7005768835269401,1.438222388688361,1.4393194680678412,0.12045466604305038,0.5868074657903506,-0.4885292248583149,9.0,Train
Protease_0098,0.6063267525536673,-0.7456696166632644,-0.017780915229895392,0.3140535153918265,-0.7582577898393464,0.5868074657903506,-1.446689058526267,7.803694180045946,Train
GPCR_0041,-0.35614777903567474,0.8827351753683665,-0.9942647207507601,-0.811212437284188,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,8.574042647531906,Train
Protease_0151,-0.5080744262254768,-0.6695398183742544,-0.017780915229895392,0.3140535153918265,-0.7582577898393464,1.2399608909400932,-1.446689058526267,7.3762136022177325,Train
Protease_0195,-0.35747967233640343,0.07877358978229058,-0.5296371322414859,-0.811212437284188,-0.7582577898393464,0.5868074657903506,-0.4885292248583149,7.41668127966907,Train
GPCR_0084,-0.35614777903567474,0.8827351753683665,-0.9942647207507601,-0.811212437284188,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,8.566525321041777,Train
Protease_0343,-1.3578526223919014,-1.6504162347050444,1.172720909540204,0.3140535153918265,0.12045466604305038,-0.7194993845091349,-0.4885292248583149,8.088634308001133,Train
GPCR_0147,-0.3574796723364017,0.34132478246022696,0.2000664522762846,0.3140535153918265,-0.7582577898393464,-0.7194993845091349,-0.4885292248583149,8.690039951180701,Train
Kinase_0056,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.81321601786743,Train
Kinase_0121,1.7339560534332172,0.19586662979026054,0.9480658117994566,1.4393194680678412,1.877879577807844,1.8931143160898358,0.46963060880963725,7.024627792056457,Train
Protease_0234,-1.3870634641010366,-1.2682987496889357,0.36302649476625887,1.4393194680678412,0.12045466604305038,-0.06634595935939212,-1.446689058526267,7.642311489984255,Train
Kinase_0026,-0.5703404380344854,1.0839960837385003,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,-0.7194993845091349,0.46963060880963725,7.47428438845648,Train
Kinase_0073,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.668150094133508,Train
Kinase_0045,1.8178653313790518,1.6733257405442898,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,-0.7194993845091349,0.46963060880963725,7.344950701444886,Train
Kinase_0260,1.4008313767399032,1.7118930190683683,-1.259340716759256,-1.9364783899602027,0.12045466604305038,0.5868074657903506,1.4277904424775893,8.163263108014402,Train
Kinase_0209,3.0916699220134434,2.242096487355282,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,0.5868074657903506,0.46963060880963725,7.717389152945907,Train
Kinase_0295,-0.5105263207109058,-0.47067487319900236,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.725981322894757,Train
Protease_0326,-0.798911490620695,-0.27892052847307947,-0.7440806346303815,0.3140535153918265,-0.7582577898393464,-0.06634595935939212,-1.446689058526267,7.5525599060841815,Train
Protease_0047,-0.6606064794610627,-0.5153479934132642,-0.5296371322414859,0.3140535153918265,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,7.753490832721203,Train
Kinase_0299,3.398580516924263,-0.9223525800020235,2.912521467612018,1.4393194680678412,1.877879577807844,0.5868074657903506,1.4277904424775893,6.207498317825844,Train
Protease_0120,0.6131981111733297,0.4212417483798584,-0.5296371322414859,-0.811212437284188,0.12045466604305038,0.5868074657903506,-0.4885292248583149,7.882844804961009,Train
Kinase_0446,1.885125943065791,1.5347463209176966,0.10263081329402814,-0.811212437284188,0.9991671219254472,0.5868074657903506,1.4277904424775893,7.8811808823245055,Train
Kinase_0335,-0.5105263207109058,-0.47067487319900236,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.818696960012663,Train
GPCR_0204,-0.35614777903567474,0.8827351753683665,-0.9942647207507601,-0.811212437284188,-0.7582577898393464,-0.06634595935939212,-0.4885292248583149,9.0,Train
Kinase_0169,-0.20752059479540413,1.1653815432291887,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-1.3726528096588775,1.4277904424775893,7.907920782599569,Train
Kinase_0248,2.090631025307582,1.3242880054446255,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.684607615113944,Train
Protease_0178,0.0075196326675056446,-0.2635399905446395,0.0656137801435638,-0.811212437284188,0.12045466604305038,0.5868074657903506,-0.4885292248583149,7.7974977152775065,Train
